,id,timestamp,timestamp_local,sn,rh,temp,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,opcn3_pm1,opcn3_pm25,opcn3_pm10,pm1_env,pm25_env,pm10_env,neph_bin0,wd,ws,co2_raw,co_we,co_ae,no_we,no_ae,no2_we,no2_ae,o3_we,o3_ae,so2_we,so2_ae,h2s_we,h2s_ae,co_diff,no_diff,no2_diff,ox_diff,so2_diff,h2s_diff,flag,lat,lon,device_state
39,21,2021-10-08T18:32:37Z,2021-10-08T18:32:37Z,MOD-00014,46.7,23.8,3.4052,0.1718,0.0215,0.0105,0.0071,0.0036,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.65,0.79,2.9,3.9,3.9,763.5,0.0,0.0,,3293.3,2275.4,,,,,,,670.2,662.5,,,1017.9,,,,7.70000000000005,,24,,,PRE-REGISTERED
40,20,2021-10-08T18:31:37Z,2021-10-08T18:31:37Z,MOD-00014,46.6,23.8,3.4539,0.141,0.0459,0.0142,0.0105,0.0069,0.0106,0.0071,0.0036,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.49,0.91,9.56,4.0,6.4,7.2,853.875,0.0,0.0,,3293.3,2273.0,,,,,,,670.0,661.4,,,1020.3,,,,8.60000000000002,,24,,,PRE-REGISTERED
41,19,2021-10-08T18:30:37Z,2021-10-08T18:30:37Z,MOD-00014,46.5,23.8,3.3197,0.2016,0.0488,0.0069,0.0105,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.62,0.66,4.0,5.4,5.8,832.125,0.0,0.0,,3293.3,2274.6,,,,,,,669.8,662.1,,,1018.7,,,,7.69999999999993,,24,,,PRE-REGISTERED
42,18,2021-10-08T18:29:37Z,2021-10-08T18:29:37Z,MOD-00014,46.4,23.8,3.4979,0.1901,0.0537,0.018,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.57,0.58,4.4,5.4,5.8,844.5,0.0,0.0,,3293.3,2274.1,,,,,,,669.7,661.5,,,1019.2,,,,8.20000000000005,,24,,,PRE-REGISTERED
43,17,2021-10-08T18:28:37Z,2021-10-08T18:28:37Z,MOD-00014,46.6,23.8,3.4444,0.2064,0.0434,0.0109,0.0109,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.65,0.68,3.2,4.8,4.8,797.625,0.0,0.0,,3293.3,2273.7,,,,,,,670.1,661.8,,,1019.6,,,,8.30000000000007,,24,,,PRE-REGISTERED
44,16,2021-10-08T18:27:37Z,2021-10-08T18:27:37Z,MOD-00014,46.7,23.8,3.6448,0.151,0.0332,0.0073,0.0074,0.0037,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.62,1.14,3.9,5.4,5.9,756.75,0.0,0.0,,3293.3,2274.5,,,,,,,669.7,662.2,,,1018.8,,,,7.5,,24,,,PRE-REGISTERED
45,15,2021-10-08T18:26:37Z,2021-10-08T18:26:37Z,MOD-00014,46.8,23.7,3.4224,0.1917,0.0534,0.0073,0.0107,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.49,0.64,3.0,3.5,4.5,4.5,810.0,0.0,0.0,,3293.3,2273.2,,,,,,,670.0,661.7,,,1020.1,,,,8.29999999999995,,24,,,PRE-REGISTERED
46,14,2021-10-08T18:25:37Z,2021-10-08T18:25:37Z,MOD-00014,46.9,23.7,3.3388,0.1637,0.0521,0.0105,0.0244,0.007,0.0175,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.07,1.96,3.0,4.5,4.5,803.625,0.0,0.0,,3293.3,2274.8,,,,,,,669.8,662.0,,,1018.5,,,,7.79999999999995,,24,,,PRE-REGISTERED
47,13,2021-10-08T18:24:37Z,2021-10-08T18:24:37Z,MOD-00014,46.9,23.7,3.2178,0.1727,0.052,0.0,0.0035,0.0033,0.007,0.0,0.0035,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.65,2.76,3.4,5.0,5.1,820.125,0.0,0.0,,3293.4,2273.3,,,,,,,670.4,663.2,,,1020.1,,,,7.19999999999993,,24,,,PRE-REGISTERED
48,12,2021-10-08T18:23:37Z,2021-10-08T18:23:37Z,MOD-00014,46.9,23.7,2.9996,0.1703,0.041,0.0138,0.0138,0.0069,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.65,0.74,2.9,3.5,3.5,737.25,0.0,0.0,,3293.3,2275.3,,,,,,,670.3,662.2,,,1018.0,,,,8.09999999999991,,24,,,PRE-REGISTERED
49,11,2021-10-08T18:22:37Z,2021-10-08T18:22:37Z,MOD-00014,46.9,23.7,3.1072,0.1786,0.0309,0.0102,0.0034,0.0069,0.0034,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.67,1.4,2.9,5.0,5.0,834.0,0.0,0.0,,3293.3,2273.4,,,,,,,669.8,662.0,,,1019.9,,,,7.79999999999995,,24,,,PRE-REGISTERED
50,10,2021-10-08T18:21:37Z,2021-10-08T18:21:37Z,MOD-00014,46.9,23.7,3.3706,0.1568,0.0716,0.0068,0.0034,0.0034,0.0068,0.0034,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.71,2.52,3.0,4.4,5.5,792.0,0.0,0.0,,3293.3,2275.1,,,,,,,669.3,660.3,,,1018.2,,,,9.0,,24,,,PRE-REGISTERED
51,9,2021-10-08T18:20:37Z,2021-10-08T18:20:37Z,MOD-00014,46.9,23.7,3.2457,0.1338,0.0535,0.0067,0.0266,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.64,0.67,3.0,4.1,4.6,673.125,0.0,0.0,,3293.3,2275.3,,,,,,,670.1,662.2,,,1018.0,,,,7.89999999999998,,24,,,PRE-REGISTERED
52,8,2021-10-08T18:19:37Z,2021-10-08T18:19:37Z,MOD-00014,46.9,23.7,3.1592,0.2017,0.0431,0.0099,0.0099,0.0066,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.46,0.69,2.98,3.6,5.4,5.5,849.75,0.0,0.0,,3293.3,2273.4,,,,,,,670.2,662.3,,,1019.9,,,,7.90000000000009,,24,,,PRE-REGISTERED
53,7,2021-10-08T18:18:37Z,2021-10-08T18:18:37Z,MOD-00014,46.8,23.7,3.0493,0.1911,0.0356,0.0032,0.0064,0.0,0.0033,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.57,0.8,3.5,4.6,4.6,777.75,0.0,0.0,,3293.3,2274.3,,,,,,,669.8,662.8,,,1019.0,,,,7.0,,24,,,PRE-REGISTERED
54,6,2021-10-08T18:17:37Z,2021-10-08T18:17:37Z,MOD-00014,46.7,23.7,3.0683,0.1844,0.0395,0.0198,0.013,0.036,0.0033,0.0032,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.01,3.07,3.2,5.0,5.0,793.125,0.0,0.0,,3293.3,2274.9,,,,,,,670.1,661.9,,,1018.4,,,,8.20000000000005,,24,,,PRE-REGISTERED
55,5,2021-10-08T18:16:37Z,2021-10-08T18:16:37Z,MOD-00014,46.9,23.7,3.3604,0.1647,0.0455,0.0071,0.0139,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.63,0.67,3.2,5.0,5.0,738.75,0.0,0.0,,3293.3,2272.3,,,,,,,669.8,662.2,,,1021.0,,,,7.59999999999991,,24,,,PRE-REGISTERED
56,4,2021-10-08T18:15:37Z,2021-10-08T18:15:37Z,MOD-00014,47.0,23.7,3.1391,0.1685,0.0176,0.014,0.0141,0.0035,0.0035,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.62,2.22,2.0,4.0,4.1,611.625,0.0,0.0,,3293.3,2274.2,,,,,,,669.9,661.5,,,1019.1,,,,8.39999999999998,,24,,,PRE-REGISTERED
57,3,2021-10-08T18:14:37Z,2021-10-08T18:14:37Z,MOD-00014,47.1,23.6,3.2708,0.1531,0.0348,0.0139,0.0139,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.62,0.66,4.1,5.6,6.0,843.0,0.0,0.0,,3293.3,2272.4,,,,,,,670.2,662.0,,,1020.9,,,,8.20000000000005,,24,,,PRE-REGISTERED
58,2,2021-10-08T18:13:37Z,2021-10-08T18:13:37Z,MOD-00014,47.3,23.6,3.2397,0.1408,0.0211,0.007,0.0036,0.0071,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.58,0.67,3.0,4.4,4.4,813.375,0.0,0.0,,3293.3,2273.2,,,,,,,670.1,662.5,,,1020.1,,,,7.60000000000002,,24,,,PRE-REGISTERED
59,1,2021-10-08T18:12:37Z,2021-10-08T18:12:37Z,MOD-00014,47.3,23.6,3.2592,0.15,0.0357,0.0248,0.0108,0.0108,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.67,2.94,3.2,5.2,5.2,769.875,0.0,0.0,,3293.3,2273.3,,,,,,,669.9,662.1,,,1020.0,,,,7.79999999999995,,24,,,PRE-REGISTERED
